"res.GS.PRAD" "res.GS.SP.PRAD"
"1" 0.400553223654706 0.379412147441232
"2" 0.290703803617631 0.379762669369836
"3" 0.695616532336377 0.67228463537536
"4" 0.424447089736599 0.427199550875192
"5" 0.593459837138905 0.622389604592573
"6" 0.564683762272552 0.57984761600043
"7" 0.385783354052976 0.381593355603556
"8" 0.251190029610301 0.235647341752292
"9" 0.343401225621447 0.410377296373191
"10" 0.399234041581377 0.452796068142145
"11" 0.499261481082298 0.531684391676361
"12" 0.626855671891755 0.563812599668074
"13" 0.442995356331629 0.438600772395733
"14" 0.414152228384863 0.439903082203338
"15" 0.468242805714604 0.510937678551511
"16" 0.888986144729723 0.920682797566682
"17" 0.604625443157243 0.670394003092622
"18" 0.909811706008087 0.909733031407018
"19" 0.70805750362107 0.691509055553901
"20" 0.901632400615416 0.899272293456714
"21" 0.476581944968081 0.529152201938254
"22" 0.343208324828238 0.400531277528097
"23" 0.607558749894245 0.629396012211704
"24" 0.629156903792319 0.629521592913641
"25" 0.574876085653235 0.546161373913172
"26" 0.570401634116507 0.612513805403594
"27" 0.501384227031141 0.485359298867468
"28" 0.509074159547444 0.473223356815252
"29" 0.871910476676595 0.866029587467583
"30" 0.474811056766149 0.469908573925903
"31" 0.556451196355589 0.499394612090447
"32" 0.540000256353249 0.534455248456988
"33" 0.463141564199796 0.464988983323384
"34" 0.369698529830517 0.385444923028356
"35" 0.114806622803379 0.10871829011727
"36" 0.469999831949067 0.456768832814161
"37" 0.315040898629075 0.340780184770563
"38" 0.348275995504531 0.333936735306186
"39" 0.748863239389143 0.659307541823126
"40" 0.269022706697003 0.306021743785077
"41" 0.331605028664522 0.287959378150398
"42" 0.523024992803492 0.570543524907011
"43" 0.226663860037678 0.21021237963052
"44" 0.693894494768411 0.731563483920248
"45" 0.42663615535478 0.466198987744241
"46" 0.312064365682165 0.342995632464071
"47" 0.745219132574916 0.660225398462056
"48" 0.566485765080721 0.604772141146864
"49" 0.490005947767976 0.548410739092991
"50" 0.510001896707731 0.543522057581974
"51" 0.464273041598902 0.481191513329399
"52" 0.819663174753681 0.840859037572167
"53" 0.520816537373878 0.542594632712032
"54" 0.403609237125008 0.422827577788358
"55" 0.488571492070969 0.470838007785558
"56" 0.150752280726631 0.144384586465699
"57" 0.453767021262448 0.456878728353169
"58" 0.495117039516095 0.515593605773132
"59" 0.253958043911002 0.238681272231289
"60" 0.37679740367699 0.430584671404035
"61" 0.30149362282159 0.450059060295282
"62" 0.41723529561101 0.416571290393093
"63" 0.524596676074177 0.453927188397567
"64" 0.190851197447769 0.266391676994195
"65" 0.443260201118171 0.444636486872351
"66" 0.361405364744854 0.366620258564506
"67" 0.36462507685661 0.347568158895109
"68" 0.252902107977621 0.267162808631813
"69" 0.426254136748221 0.438965570869594
"70" 0.695165872709422 0.687046135660893
"71" 0.562526652409216 0.63111491355622
"72" 0.23382688261499 0.250121395245333
"73" 0.607188321846897 0.599286720746745
"74" 0.154575578173508 0.111628952694251
"75" 0.164396159059784 0.199156721233926
"76" 0.415384843192065 0.389263610745038
"77" 0.0251658982568596 0.0525707808221308
"78" 0.599697537841751 0.684625442388928
"79" 0.552397250914252 0.590084078403848
"80" 0.847359475729722 0.859669949041629
"81" 0.352798204090102 0.383313891607292
"82" 0.905076236286335 0.831661417619425
"83" 0.466989045703097 0.462972878067045
"84" 0.540449078902422 0.510889741871327
"85" 0.173338095095313 0.359189587513378
"86" 0.558934046360724 0.546868271528546
"87" 0.492859304946871 0.500144796041923
"88" 0.339497781666458 0.356341181434699
"89" 0.162869234320289 0.125668072756981
"90" 0.586466065160142 0.568751583971905
"91" 0.23980914717881 0.3234802149096
"92" 0.465527912838641 0.477291225117663
"93" 0.268129621583937 0.237274426546174
"94" 0.46193094393736 0.482892308723134
"95" 0.934013338541399 0.933361788978367
"96" 0.683783230377434 0.720229280012962
"97" 0.258445968907277 0.281194895817749
"98" 0.415405486717617 0.381192194910357
"99" 0.396919213543968 0.53534186290241
"100" 0.306371835849595 0.263255207686544
"101" 0.420181309957918 0.419832829876211
"102" 0.935918910968785 0.936314581859199
"103" 0.509207980404662 0.342365608004333
"104" 0.668100371145398 0.698664357944552
"105" 0.464984535469317 0.475183601814919
"106" 0.538097877353408 0.543978803370546
"107" 0.214026577726373 0.24854951480833
"108" 0.302031020373441 0.275157518876014
"109" 0.360895187167753 0.342375833267874
"110" 0.485497860846424 0.506547923950059
"111" 0.240603762179555 0.288784860383763
"112" 0.644088869257816 0.653471818634922
"113" 0.308859524085552 0.259433679087251
"114" 0.358809063958714 0.322605122067823
"115" 0.540114228531828 0.439192372546505
"116" 0.531206289004893 0.500926612461235
"117" 0.516896744961165 0.522320215502561
"118" 0.924422588822729 0.907557817762092
"119" 0.0224391486885934 0.0240179865188453
"120" 0.350992458499588 0.319720479372448
"121" 0.168139756803815 0.0276428727384769
"122" 0.53772906038308 0.560188014801281
"123" 0.548348163953779 0.588262771495173
"124" 0.699116751549311 0.655057063531276
"125" 0.723104638034949 0.631500127893474
"126" 0.452769110611441 0.414670073144421
"127" 0.413355447001177 0.398980945905213
"128" 0.433320230720807 0.451767433740587
"129" 0.187275865475025 0.197144734343516
"130" 0.387926473087352 0.411154099526196
"131" 0.580460056058927 0.538708884992276
"132" 0.175009528551512 0.165386819905929
"133" 0.328503857936297 0.318731775189189
"134" 0.402735160474375 0.366240729126329
"135" 0.471231393262505 0.450347489731783
"136" 0.592354806779149 0.595128016962385
"137" 0.436183506331788 0.449984256999902
"138" 0.497031573420781 0.510051337562793
"139" 0.518456543242081 0.489775683148141
"140" 0.794641443693437 0.778461834068494
"141" 0.17343150131323 0.223909150830182
"142" 0.757208031572116 0.716727875550179
"143" 0.803090940340051 0.801631672272679
"144" 0.598515450553952 0.577667194016188
"145" 0.816162964236161 0.682882151598086
"146" 0.407490242529636 0.393940316461201
"147" 0.647016901078335 0.612834180611522
"148" 0.658091381803347 0.638026147712968
"149" 0.388943635206906 0.428147977472801
"150" 0.222019707829988 0.239818694084463
"151" 0.461924609679536 0.484141401390775
"152" 0.761004641416219 0.768473175213319
"153" 0.415889474830858 0.46014301369863
"154" 0.32140926854912 0.369631492713003
"155" 0.446380729787494 0.404759486415392
"156" 0.234638914513769 0.239748558148626
"157" 0.427122171379363 0.40763468914111
"158" 0.627276208313511 0.551328247416943
"159" 0.361615886189606 0.352517402621348
"160" 0.490778335858628 0.473279208218858
"161" 0.429767930238176 0.461754297668919
"162" 0.495016153990048 0.662418109728885
"163" 0.343582734304778 0.475140476542112
"164" 0.679162294718987 0.640906671136852
"165" 0.487687098462276 0.564254548276993
"166" 0.54719913102905 0.669206810356804
"167" 0.401860437981733 0.469397334505024
"168" 0.488415378374019 0.433123164893226
